age,short_passing,long_passing,ball_control,interceptions,positioning,vision,marking,gk_handling,gk_reflexes,Points-16/17,Start-16/17,Sub-16/17,Goals-16/17,A-16/17,CS-16/17,Yellow-16/17,Red-16/17,Off-16/17,Pen_SV-16/17,Pen_M-16/17,Goals_conceded-16/17,OG-16/17,Points-15/16,Start-15/16,Sub-16/17.1,Goals-15/16,A-15/16,CS-15/16,Yellow-15/16,Red-15/16,Off-15/16,Pen_SV-15/16,Pen_M-15/16,Goals_conceded-15/16,OG-15/16,league_English Championship,league_English Premier League,league_French Ligue 1,league_French Ligue 2,league_German 2. Bundesliga,league_German Bundesliga,league_Italian Serie A,league_Italian Serie B,league_Spanish Primera Division,league_Spanish Segunda Division,league_Turkish Super Lig
24,71,63,70,70,65,66,72,8,15,14,11,9,0,0,1,1,0,1,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
28,74,73,74,75,63,59,74,14,10,102,33,0,1,4,10,5,0,2,0,0,40,0,54,30,3,0,0,6,7,0,0,0,0,47,0,0,0,0,0,0,1,0,0,0,0,0
25,68,65,62,79,31,28,78,8,12,13,11,17,0,0,1,5,0,2,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
20,65,62,70,69,69,65,64,7,10,13,7,20,1,0,1,2,0,0,0,0,25,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
24,77,68,77,77,65,70,80,7,14,90,18,16,1,3,8,1,0,1,0,0,14,0,46,14,19,0,2,5,3,0,0,0,0,20,0,0,1,0,0,0,0,0,0,0,0,0
24,64,57,61,72,24,29,77,8,11,98,38,0,1,1,11,4,0,0,0,0,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
27,61,65,65,77,30,50,78,7,14,74,34,0,1,0,9,5,0,1,0,0,49,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
28,53,55,51,66,32,27,69,10,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
29,73,64,68,83,51,57,84,6,7,82,31,0,1,1,8,7,0,0,0,0,36,0,27,10,6,1,0,1,4,0,1,0,0,20,0,0,0,0,0,0,0,1,0,0,0,0
24,71,66,67,65,52,65,58,14,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
