age,short_passing,long_passing,ball_control,interceptions,positioning,vision,marking,gk_handling,gk_reflexes,Points-16/17,Start-16/17,Sub-16/17,Goals-16/17,A-16/17,CS-16/17,Yellow-16/17,Red-16/17,Off-16/17,Pen_SV-16/17,Pen_M-16/17,Goals_conceded-16/17,OG-16/17,Points-15/16,Start-15/16,Sub-16/17.1,Goals-15/16,A-15/16,CS-15/16,Yellow-15/16,Red-15/16,Off-15/16,Pen_SV-15/16,Pen_M-15/16,Goals_conceded-15/16,OG-15/16,league_English Championship,league_English Premier League,league_French Ligue 1,league_French Ligue 2,league_German 2. Bundesliga,league_German Bundesliga,league_Italian Serie A,league_Italian Serie B,league_Spanish Primera Division,league_Spanish Segunda Division,league_Turkish Super Lig
22,29,25,17,20,11,28,18,75,70,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
19,26,25,20,11,7,34,5,61,73,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
18,16,20,19,11,7,25,7,55,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
18,30,25,24,13,14,32,7,57,67,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
26,27,38,26,19,11,24,16,63,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
17,36,26,23,13,6,35,10,63,69,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
23,26,25,21,19,15,42,16,62,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
34,12,17,20,7,8,34,17,70,74,71,37,0,0,0,4,2,1,0,2,0,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
27,33,35,17,22,16,50,13,73,78,0,0,9,0,0,0,0,0,0,0,0,0,0,12,7,13,0,0,0,0,0,0,0,0,9,0,0,1,0,0,0,0,0,0,0,0,0
20,29,22,22,22,20,21,14,70,77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
20,30,22,25,9,7,18,14,51,60,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
20,29,18,20,20,10,22,20,58,68,0,0,25,0,0,0,0,0,0,0,0,0,0,1,0,7,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
25,26,23,22,13,10,34,11,74,77,69,34,0,0,0,6,1,0,0,2,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
33,23,38,22,22,12,25,9,68,63,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
26,26,21,16,23,14,12,14,74,81,12,6,1,0,0,1,0,0,0,0,0,9,0,45,17,20,0,0,6,1,0,0,0,0,23,0,0,0,1,0,0,0,0,0,0,0,0
21,22,23,28,17,12,16,14,61,65,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
23,34,35,24,21,16,51,11,71,77,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
25,30,34,22,26,13,24,15,62,75,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,8,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,1
35,36,38,25,18,13,49,11,71,77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
24,41,32,22,23,17,34,19,78,84,48,14,21,0,0,6,0,0,0,0,0,14,0,119,32,4,0,0,15,1,0,0,1,0,26,0,0,0,1,0,0,0,0,0,0,0,0
33,19,28,31,23,19,50,14,70,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
27,30,24,18,13,9,27,9,66,74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
30,31,27,23,15,10,46,12,83,84,80,37,0,0,0,7,1,0,0,2,0,58,1,105,38,0,0,0,10,2,1,0,2,0,40,1,0,0,0,0,0,0,1,0,0,0,0
20,23,27,14,7,6,37,6,55,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
26,29,25,21,10,11,43,13,67,79,1,3,32,0,0,0,0,0,0,0,0,8,0,10,3,35,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0
24,27,26,14,19,13,43,19,59,61,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
30,24,19,14,21,12,49,15,67,75,8,2,30,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
30,35,40,18,26,14,41,11,71,79,39,14,22,0,0,5,2,0,0,0,0,18,0,47,37,0,0,0,4,6,1,0,0,0,67,0,0,0,0,0,0,0,0,0,1,0,0
23,31,20,16,20,19,24,16,65,61,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
21,32,41,27,22,14,50,14,66,70,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
18,17,16,17,8,7,24,5,46,47,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
21,24,27,16,10,5,34,8,63,64,1,1,7,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
26,32,31,21,25,9,45,13,79,85,112,37,0,0,1,13,0,0,0,1,0,46,0,105,37,0,0,0,13,2,0,0,0,0,43,0,0,0,1,0,0,0,0,0,0,0,0
19,24,20,17,19,19,29,12,66,68,6,1,6,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
20,28,19,18,19,15,15,16,56,72,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
30,34,43,15,20,11,35,11,83,82,79,37,0,0,0,10,5,0,0,1,0,62,0,88,36,0,0,0,12,6,0,1,0,0,50,0,0,0,0,0,0,0,0,0,1,0,0
26,11,11,23,10,10,33,12,62,74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
