age,Position,short_passing,long_passing,ball_control,interceptions,positioning,vision,marking,gk_handling,gk_reflexes,Points-16/17,Start-16/17,Sub-16/17,Goals-16/17,A-16/17,CS-16/17,Yellow-16/17,Red-16/17,Off-16/17,Pen_SV-16/17,Pen_M-16/17,Goals_conceded-16/17,OG-16/17,Points-15/16,Start-15/16,Sub-16/17.1,Goals-15/16,A-15/16,CS-15/16,Yellow-15/16,Red-15/16,Off-15/16,Pen_SV-15/16,Pen_M-15/16,Goals_conceded-15/16,OG-15/16,league_English Championship,league_English Premier League,league_French Ligue 1,league_French Ligue 2,league_German 2. Bundesliga,league_German Bundesliga,league_Italian Serie A,league_Italian Serie B,league_Spanish Primera Division,league_Spanish Segunda Division,league_Turkish Super Lig
28,Midfielder,81,76,81,78,75,75,77,16,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
23,Forward,83,71,93,24,84,84,14,4,8,131,26,6,11,7,0,2,0,17,0,0,0,0,183,29,7,19,9,0,2,0,20,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
25,Goalkeeper,32,49,20,16,13,52,18,73,70,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,6,0,0,0,0,0,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0
25,Midfielder,75,69,76,69,55,64,74,11,7,52,22,3,0,3,0,2,0,2,0,0,0,0,54,25,6,0,1,0,2,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
30,Midfielder,80,82,85,43,74,82,34,12,16,129,34,3,10,5,0,5,0,9,0,1,0,0,69,23,11,2,4,0,5,0,17,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
33,Defender,70,64,73,73,59,59,72,12,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
26,Defender,45,50,60,74,25,32,75,6,10,50,19,10,0,0,6,6,0,2,0,0,20,0,40,21,7,0,0,3,5,0,2,0,0,29,0,0,0,1,0,0,0,0,0,0,0,0
25,Midfielder,80,79,78,76,62,78,70,7,7,44,21,7,1,1,0,7,0,5,0,0,0,0,36,11,22,0,1,0,2,0,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
26,Forward,59,57,57,34,65,60,17,9,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
32,Defender,66,58,64,86,43,58,85,13,8,1,0,4,0,0,0,0,0,0,0,0,1,0,72,24,7,0,0,9,1,1,1,0,0,24,0,0,1,0,0,0,0,0,0,0,0,0
24,Forward,62,52,68,32,70,67,18,10,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
30,Midfielder,78,76,78,73,73,76,68,11,6,38,21,4,0,0,0,6,0,4,0,0,0,0,51,26,2,1,0,0,8,0,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
19,Defender,70,52,59,58,48,37,62,7,7,5,2,6,0,0,1,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
36,Forward,75,63,77,23,82,74,31,14,14,81,13,25,7,3,0,3,0,5,0,0,0,0,18,4,29,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
27,Goalkeeper,22,17,23,23,11,35,22,78,79,96,33,0,0,0,9,1,0,0,2,0,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
33,Midfielder,68,58,57,78,31,57,73,6,11,22,13,8,0,0,0,6,0,5,0,0,0,0,60,31,0,2,0,0,12,0,11,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
30,Defender,75,64,76,69,54,49,79,12,10,82,30,2,1,1,10,3,0,3,0,0,45,0,32,12,8,0,1,3,1,0,1,0,0,16,0,0,0,0,0,0,1,0,0,0,0,0
35,Goalkeeper,35,33,22,23,13,53,11,87,81,97,35,0,0,0,12,2,0,1,0,0,39,1,119,34,2,0,0,16,0,0,0,0,0,31,0,0,1,0,0,0,0,0,0,0,0,0
25,Defender,75,67,68,82,42,59,78,8,11,54,18,1,0,0,5,2,0,1,0,0,14,0,27,6,7,0,0,2,0,0,2,0,0,8,0,0,1,0,0,0,0,0,0,0,0,0
19,Defender,56,41,54,56,54,43,52,12,7,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
26,Defender,66,60,65,60,55,55,63,14,13,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,14,0,1,0,0,0,0,0,0,14,0,0,0,0,0,1,0,0,0,0,0,0
28,Forward,63,53,70,13,75,59,13,14,12,0,0,0,0,0,0,0,0,0,0,0,0,0,22,4,27,1,0,0,2,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
24,Midfielder,70,64,70,57,60,64,38,14,10,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
20,Defender,53,45,58,66,23,35,65,8,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
23,Defender,69,59,74,67,58,54,67,12,11,46,20,11,1,2,2,4,0,9,0,0,39,1,62,23,7,0,0,9,3,0,3,0,0,38,0,0,0,0,0,0,1,0,0,0,0,0
20,Forward,68,57,68,48,57,56,42,10,13,4,2,12,0,0,0,1,0,1,0,0,0,0,21,6,7,0,1,0,0,0,5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
28,Defender,68,60,46,74,38,52,74,7,13,15,8,8,0,0,2,1,0,0,0,0,16,0,76,30,7,0,0,10,2,0,1,0,0,44,0,0,0,1,0,0,0,0,0,0,0,0
21,Forward,48,36,65,18,63,50,16,6,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
22,Goalkeeper,31,25,24,18,12,30,15,59,76,13,3,16,0,0,2,1,0,0,0,0,1,0,37,25,12,0,0,2,2,0,0,0,0,44,0,0,0,0,0,0,0,1,0,0,0,0
28,Forward,77,64,82,48,89,77,28,9,9,217,31,2,31,2,0,3,0,5,0,2,0,0,193,28,3,25,5,0,4,0,9,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
24,Midfielder,76,74,77,48,74,76,49,6,10,103,30,4,7,3,0,3,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
23,Forward,52,40,53,17,61,47,18,14,13,8,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
25,Forward,43,27,66,29,77,56,21,13,7,28,5,22,1,0,0,2,0,3,0,0,0,0,92,21,11,8,2,0,5,0,12,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
23,Defender,65,59,63,65,52,57,65,10,16,24,7,14,0,1,1,2,0,0,0,0,14,0,33,9,15,0,0,3,2,0,0,0,0,16,0,0,0,0,1,0,0,0,0,0,0,0
30,Midfielder,74,70,76,74,75,72,64,12,16,61,20,15,2,1,0,4,0,12,0,0,0,0,56,15,19,4,0,0,4,1,12,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
25,Forward,62,50,72,20,76,57,18,10,11,44,3,31,5,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
27,Goalkeeper,27,21,22,16,12,42,16,61,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
22,Midfielder,63,62,79,51,71,68,51,6,11,72,19,14,3,3,0,1,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
23,Midfielder,81,77,84,70,75,82,48,9,6,96,18,20,5,7,0,4,0,8,0,0,0,0,104,35,1,5,5,0,6,0,9,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
30,Midfielder,79,78,74,78,68,78,67,16,6,14,2,18,0,1,0,1,0,0,0,0,0,0,32,16,6,0,0,0,5,0,6,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
19,Defender,73,67,74,69,64,58,69,12,13,36,17,15,0,3,3,3,0,4,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
26,Defender,64,59,66,76,28,52,79,5,7,0,0,0,0,0,0,0,0,0,0,0,0,0,18,6,20,1,0,1,1,0,0,0,0,9,0,1,0,0,0,0,0,0,0,0,0,0
25,Midfielder,80,71,81,68,77,77,52,10,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
30,Forward,66,58,74,45,75,65,35,8,16,48,10,2,6,0,0,3,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
21,Defender,69,59,70,78,34,39,79,8,9,80,19,12,0,0,13,7,0,0,0,0,9,0,26,5,8,0,0,4,1,0,1,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0
28,Defender,70,66,69,71,66,68,67,12,11,33,14,4,3,0,1,2,0,3,0,0,28,0,62,23,7,4,1,2,3,0,4,0,0,39,1,1,0,0,0,0,0,0,0,0,0,0
27,Defender,69,66,66,66,48,59,69,13,12,19,6,8,0,0,2,1,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
19,Goalkeeper,28,17,14,11,4,30,6,63,66,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
23,Forward,61,58,67,49,61,60,48,11,15,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,9,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
20,Forward,49,37,58,14,64,45,20,9,7,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
23,Defender,62,53,60,53,60,53,59,8,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
27,Defender,73,56,75,63,61,42,64,13,9,0,0,0,0,0,0,0,0,0,0,0,0,0,28,22,11,0,1,3,7,0,3,0,0,54,0,0,0,0,0,0,0,0,0,0,1,0
22,Goalkeeper,24,27,18,6,5,35,9,62,63,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
25,Forward,60,43,72,18,72,66,14,15,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
25,Midfielder,76,71,80,27,73,77,28,6,15,55,15,13,2,2,0,2,0,11,0,0,0,0,104,16,17,8,8,0,5,0,5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
23,Midfielder,76,72,78,41,64,70,40,9,14,64,29,7,2,1,0,10,0,12,0,0,0,0,22,5,28,1,0,0,3,0,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
29,Midfielder,84,81,85,86,88,76,78,11,11,140,35,3,11,5,0,2,0,13,0,0,0,0,93,33,2,6,2,0,11,0,5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
19,Forward,58,43,64,30,61,51,39,11,6,2,0,4,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
23,Defender,70,42,70,63,56,51,68,9,13,47,14,11,2,2,4,3,0,3,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
26,Defender,63,65,62,80,36,48,78,12,8,85,31,2,0,0,11,7,0,2,0,0,37,0,49,21,7,1,0,6,7,0,2,0,0,34,1,0,0,0,0,0,0,1,0,0,0,0
32,Forward,84,77,87,53,82,83,29,10,14,72,18,2,7,0,0,1,0,9,0,0,0,0,162,30,2,14,11,0,2,0,12,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
29,Midfielder,73,75,73,63,63,69,49,8,13,0,0,0,0,0,0,0,0,0,0,0,0,0,55,21,11,1,3,0,6,0,7,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
25,Midfielder,72,68,74,54,60,65,43,11,12,2,1,14,0,0,0,0,0,1,0,0,0,0,15,4,33,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
33,Forward,70,45,80,19,72,73,11,14,15,59,24,12,2,1,0,6,0,10,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
26,Defender,66,62,63,68,42,35,66,12,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
23,Goalkeeper,26,18,25,22,12,41,16,67,74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
23,Defender,73,67,76,69,70,58,55,10,7,0,0,0,0,0,0,0,0,0,0,0,0,0,12,6,17,1,0,0,6,1,4,0,0,17,0,0,0,0,0,0,0,0,0,0,1,0
24,Defender,86,75,84,68,77,80,47,6,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
22,Midfielder,81,67,84,26,81,75,48,12,9,108,29,6,7,6,0,7,0,13,0,0,0,0,89,23,11,6,2,0,1,0,15,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
31,Goalkeeper,45,42,16,17,12,42,10,62,78,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
28,Goalkeeper,25,26,24,23,11,42,12,86,87,104,34,0,0,0,8,2,0,0,4,0,40,0,81,34,0,0,0,8,1,0,1,1,0,49,0,0,0,0,0,0,1,0,0,0,0,0
20,Midfielder,76,64,79,33,73,74,43,13,10,26,8,18,0,1,0,2,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
33,Goalkeeper,34,26,14,22,10,32,12,71,75,0,0,34,0,0,0,0,0,0,0,0,0,0,84,28,6,0,0,10,1,0,0,0,0,29,0,0,0,0,0,0,1,0,0,0,0,0
26,Defender,67,55,68,74,49,47,75,9,7,65,16,13,0,1,7,0,0,0,0,0,24,0,71,24,7,4,1,6,4,1,0,0,0,43,0,0,1,0,0,0,0,0,0,0,0,0
24,Midfielder,70,63,70,69,49,65,52,7,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
22,Defender,65,62,67,75,44,55,71,13,14,56,22,8,0,0,7,5,2,4,0,0,28,0,38,15,14,2,0,0,7,0,6,0,0,28,0,0,0,1,0,0,0,0,0,0,0,0
23,Midfielder,71,66,65,69,43,56,67,13,8,8,1,26,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
20,Midfielder,67,56,65,58,50,48,58,7,11,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
21,Defender,58,51,61,62,50,48,63,15,9,7,2,4,0,1,0,0,0,1,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
23,Defender,83,74,83,85,76,79,74,6,8,82,17,9,6,2,1,0,0,9,0,0,28,0,79,27,8,3,1,4,3,0,6,0,0,47,0,0,0,0,0,0,1,0,0,0,0,0
24,Defender,75,76,77,82,44,56,84,11,14,82,23,3,1,2,7,1,0,4,0,0,19,0,73,23,8,0,0,9,6,0,0,0,0,24,0,0,0,0,0,0,0,0,0,1,0,0
29,Goalkeeper,19,18,20,14,10,25,14,63,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
31,Defender,71,65,67,83,30,49,85,6,8,76,26,4,0,1,9,8,0,1,0,0,27,0,114,36,0,1,1,14,10,0,0,0,0,31,1,0,0,0,0,0,0,1,0,0,0,0
30,Forward,73,59,80,27,76,64,21,13,11,58,14,8,4,2,0,1,0,6,0,0,0,0,70,20,9,4,2,0,4,0,11,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
26,Goalkeeper,15,22,15,17,16,33,12,76,72,20,13,25,0,0,3,1,0,0,0,0,27,0,16,7,31,0,0,2,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,1,0,0
29,Defender,75,56,71,72,39,46,78,16,10,82,31,3,1,1,8,5,0,1,0,0,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
30,Midfielder,62,52,65,23,64,61,22,12,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
36,Defender,67,75,59,69,59,59,67,13,9,0,0,0,0,0,0,0,0,0,0,0,0,0,14,8,7,0,0,2,3,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,1,0
26,Forward,81,76,77,78,75,76,69,14,9,45,16,4,3,2,0,10,0,6,0,0,0,0,61,32,2,0,4,0,16,0,8,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
20,Defender,58,52,50,65,30,38,64,9,8,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
18,Midfielder,62,51,56,62,34,53,65,11,14,0,0,8,0,0,0,0,0,0,0,0,0,0,10,3,19,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
21,Forward,60,54,59,13,59,58,18,10,11,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
24,Midfielder,69,66,62,70,59,62,57,14,16,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,13,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
22,Midfielder,81,77,77,72,52,76,69,7,16,40,15,18,0,1,0,0,0,2,0,0,0,0,18,6,9,0,0,0,0,0,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
25,Midfielder,78,74,76,70,77,73,56,8,13,94,29,7,5,4,0,5,0,3,0,0,0,0,11,5,13,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
27,Midfielder,75,73,78,56,67,72,47,16,7,64,17,15,2,4,0,4,0,12,0,0,0,0,89,30,4,5,3,0,9,0,15,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
29,Goalkeeper,42,34,23,28,18,39,14,71,75,47,22,10,0,0,5,0,0,0,0,0,34,0,110,32,0,0,1,14,2,0,0,1,0,34,0,0,0,0,0,0,0,0,0,0,0,1
19,Midfielder,76,71,77,69,73,68,72,12,14,20,6,26,0,0,0,3,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
32,Midfielder,78,76,76,66,71,77,58,16,9,68,32,1,1,4,0,11,1,6,0,0,0,0,36,14,8,0,2,0,3,0,9,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
32,Goalkeeper,39,36,20,17,7,38,12,77,80,41,19,0,0,1,5,1,0,0,1,0,38,0,48,24,3,0,1,5,3,1,1,0,0,36,0,0,0,0,0,0,1,0,0,0,0,0
27,Midfielder,72,68,70,72,53,64,61,10,5,23,11,6,0,0,0,0,0,4,0,0,0,0,37,16,17,0,0,0,3,0,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
20,Forward,59,39,69,12,69,49,18,10,14,19,4,10,1,0,0,2,0,3,0,0,0,0,3,0,35,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
29,Defender,60,48,63,63,52,55,72,15,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
22,Forward,45,34,59,15,65,48,14,9,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
29,Midfielder,76,76,79,53,72,72,45,11,10,46,11,22,2,2,0,2,0,7,0,0,0,0,27,9,6,1,1,0,3,0,6,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
21,Defender,41,46,44,64,25,35,63,9,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
30,Midfielder,67,64,70,70,50,47,66,13,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
24,Defender,78,79,78,81,68,74,76,13,11,74,24,1,2,3,7,1,0,2,0,0,40,0,61,23,4,2,3,4,3,0,1,0,0,38,0,0,0,0,0,0,0,1,0,0,0,0
24,Defender,66,66,61,55,53,51,61,15,15,13,1,18,0,0,1,0,0,0,0,0,1,0,12,4,11,0,0,2,1,0,1,0,0,14,0,0,0,0,0,0,0,0,1,0,0,0
27,Defender,59,55,55,67,36,26,73,9,14,0,0,0,0,0,0,0,0,0,0,0,0,0,47,29,6,1,0,5,12,0,2,0,0,52,0,0,0,0,0,0,0,0,1,0,0,0
23,Forward,63,53,68,15,63,53,11,8,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
19,Defender,62,61,58,66,41,31,64,11,7,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
31,Forward,72,54,78,23,80,74,22,6,5,56,20,7,3,0,0,6,0,15,0,0,0,0,80,19,8,5,7,0,8,1,14,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
25,Midfielder,82,76,85,30,78,83,26,3,3,75,22,11,4,3,0,5,0,8,0,0,0,0,113,32,1,5,11,0,5,1,12,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
24,Goalkeeper,30,34,13,22,14,34,12,57,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
20,Midfielder,79,74,81,67,68,71,54,11,10,22,12,4,0,1,0,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
18,Midfielder,64,56,66,24,57,48,21,8,10,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
28,Defender,63,60,67,66,58,54,64,14,13,0,0,0,0,0,0,0,0,0,0,0,0,0,19,7,11,1,0,0,1,0,3,0,0,18,0,1,0,0,0,0,0,0,0,0,0,0
26,Midfielder,78,74,88,38,79,79,25,9,6,102,33,3,6,3,0,4,0,15,0,1,0,0,189,36,2,17,12,0,1,0,24,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0
23,Midfielder,70,63,71,64,60,72,67,6,11,64,27,5,1,3,0,4,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
21,Defender,62,44,69,73,40,55,74,11,13,28,9,12,0,0,4,3,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
28,Midfielder,68,56,73,39,72,70,36,11,15,0,0,5,0,0,0,0,0,0,0,0,0,0,12,2,17,0,0,0,2,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
22,Defender,71,56,70,71,49,46,73,13,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
22,Midfielder,71,68,72,75,50,58,74,7,15,58,25,6,1,3,0,5,0,5,0,0,0,1,42,18,11,1,0,0,5,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
24,Midfielder,67,53,70,27,68,64,19,10,15,6,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
28,Forward,83,65,89,39,91,78,25,6,10,224,31,2,30,5,0,5,0,3,0,0,0,0,215,29,4,30,2,0,2,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
29,Midfielder,77,71,76,46,76,79,28,15,10,110,27,8,7,5,0,2,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
30,Midfielder,70,69,72,67,65,66,61,15,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
31,Goalkeeper,39,38,31,24,17,45,15,72,82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
25,Defender,59,54,63,63,23,25,68,11,9,0,0,0,0,0,0,0,0,0,0,0,0,0,17,16,19,0,1,1,5,0,1,0,0,35,0,0,0,0,0,0,0,0,1,0,0,0
25,Midfielder,83,75,85,37,84,83,30,11,10,140,34,1,11,7,0,5,0,7,0,0,0,0,122,24,7,10,6,0,1,0,17,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
23,Defender,80,74,78,79,70,78,70,6,9,85,26,10,2,3,6,7,0,5,0,0,38,0,2,1,10,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
32,Midfielder,74,69,74,74,69,62,73,8,10,12,7,6,0,0,0,2,0,1,0,0,0,0,23,9,5,0,1,0,1,0,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
24,Midfielder,72,67,73,53,68,72,41,10,11,19,1,6,2,1,0,0,0,1,0,0,0,0,24,7,20,0,1,0,4,0,7,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
25,Forward,65,35,76,19,78,42,13,11,7,116,22,15,10,4,0,0,0,15,0,1,0,0,55,14,18,3,1,0,3,0,8,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
23,Forward,70,67,68,18,67,69,19,9,12,4,2,6,0,0,0,0,0,0,0,0,0,0,6,3,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
26,Midfielder,83,76,83,72,76,81,64,5,8,36,12,1,2,2,0,2,1,3,0,0,0,0,25,9,13,0,1,0,0,0,6,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
